Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,14,,18.6,8.45,2084,4.41,54.8,234
,,15,,18.24,8.3,2081,2.67,32.9,235
,,16,,17.11,8.13,2072,0.12,1.4,231
,,,,,,,,,
,5/30/2018,0,9:55,18.73,8.36,1758,7.35,92.8,323
,,0.5,,18.4,8.38,1755,7.32,92,322
,,1,,18.12,8.4,1755,7.44,92.7,322
,,1.5,,17.93,8.39,1755,7.35,91.6,322
,,2,,17.81,8.39,1752,7.28,90.2,321
,,2.5,,17.8,8.39,1753,7.31,90.6,321
,,3,,17.8,8.39,1752,7.26,90.1,321
,,4,,17.76,8.39,1752,7.18,89,322
,,5,,17.76,8.39,1753,7.15,88.5,322
,,6,,17.74,8.4,1753,7.15,88.5,322
,,7,,17.17,8.37,1749,6.63,81,323
,,8,,16.52,8.34,1747,6.32,76,324
,,9,,13.62,8.2,1761,5.29,59.6,326
,,10,,11.76,8.07,1747,4.61,50.1,327
,,11,,11.12,8.03,1749,4.46,47.8,328
,,12,,9.39,7.93,1768,4.13,42.4,330
,,13,,8.71,7.88,1772,3.98,40.2,331
,,14,,8.35,7.87,1778,3.92,39.3,331
,,15,,8.04,7.85,1781,3.86,38.3,332
,,16,,7.2,7.78,1809,3.02,29.4,333
,,,,,,,,,
,7/16/2018,0,9:39,23.63,8.41,1759,7.25,99.3,298
,,0.5,,23.36,8.42,1759,7.24,99,299
,,1,,23.28,8.42,1760,7.23,98.8,299
,,1.5,,23.26,8.43,1757,7.21,98.2,300
,,2,,23.25,8.44,1762,7.24,98.8,301
,,2.5,,23.23,8.44,1757,7.22,98.5,301
,,3,,23.19,8.44,1760,7.21,98.3,302
,,4,,23.15,8.44,1760,7.04,96.1,302
,,5,,23.13,8.44,1758,6.99,95.2,303
,,6,,23.1,8.42,1761,6.79,92.3,303
,,7,,22.8,8.34,1759,5.99,81.1,304
,,8,,21.95,8.22,1757,5.13,68.2,305
,,9,,20.75,8.1,1753,4.37,56.8,306
,,10,,19.96,8,1754,3.72,47.6,307
,,11,,19.21,7.9,1750,3.02,38.4,307
,,12,,15.7,7.62,1757,1.11,13.3,310
,,13,,13.91,7.49,1764,0.05,0.7,310
,,14,,12.26,7.43,1778,0,0,311
,,15,,10.68,7.4,1777,0,0,308
,,16,,10.04,7.39,1775,0,0,303
,,,,,,,,,
,9/10/2018,0,9:51,19.53,8.36,1783,7.71,98.4,257
,,0.5,,19.51,8.39,1781,7.71,98.3,258
,,1,,19.5,8.4,1781,7.69,98,259
,,1.5,,19.43,8.41,1782,7.66,97.2,260
,,2,,19.39,8.4,1782,7.49,95.4,260
,,2.5,,19.37,8.39,1782,7.42,94.6,262
,,3,,19.35,8.37,1780,7.36,93.6,263
,,4,,19.33,8.38,1779,7.27,92.4,264
,,5,,19.3,8.4,1780,7.49,95,264
,,6,,19.24,8.37,1783,6.93,88,265
,,7,,19.21,8.36,1781,6.81,86.6,266
,,8,,19.15,8.34,1779,6.7,84.8,267
,,9,,19.08,8.34,1785,6.41,81.1,268
,,10,,19,8.34,1784,6.35,80.2,268
,,11,,18.9,8.33,1779,6.34,80,269
,,12,,18.63,8.26,1783,5.6,70.1,270
,,13,,18.43,8.23,1779,5.4,65.3,271
,,14,,17.68,8.07,1780,3.8,47.1,272
,,15,,14.71,7.61,1780,0,0,165
,,16,,12.06,7.45,1769,0,0,78
