Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,14,,16.4,7.93,349,6,61.4,181.6
,,15,,16.3,7.93,349,6.06,62,182.4
,,20,,16.1,7.92,351,6.09,62,183.5
,,,,,,,,,
,7/2/2007,0,12:24,22.5,8.48,411.5,7.43,105,207
,,0.5,,22.3,8.49,411.3,7.48,105,208
,,1,,21.7,8.5,411.1,7.55,104.9,210
,,1.5,,21.5,8.51,410.5,7.54,104.5,213
,,2,,20.3,8.53,409.2,7.81,105.5,215
,,2.5,,19.9,8.53,409.2,7.75,104,217
,,3,,19.5,8.52,409,7.78,103.5,219
,,4,,18.77,8.5,407.5,7.69,100.7,221
,,5,,18.2,8.44,408.9,7.31,94.6,223
,,6,,17.5,8.38,409.4,6.96,88.9,225
,,7,,16.6,8.29,410.1,6.53,81.8,226
,,8,,15.85,8.23,411.4,6.13,75.4,227
,,10,,15.3,8.21,412,6.06,73.7,228
,,11,,15.1,8.2,411.6,6.04,73.2,229
,,12,,15,8.19,411.9,6,72.3,229
,,13,,14.7,8.19,411.6,5.95,71.6,230
,,14,,14.7,8.2,411.6,5.95,71.5,230
,,15,,14.6,8.2,411.8,5.95,71.4,231
,,20,,14.3,8.22,410.4,6.12,72.9,231
,,25,,13.7,8.24,406.8,6.43,75.7,232
,,30,,13.3,8.22,406.6,6.36,74.2,234
,,34.2,,12.36,8.12,406,5.91,67.3,235
,,,,,,,,,
,7/18/2011,0,15:56,18.3,7.87,388.2,9.09,118.4,328
,,0.5,,18.34,7.99,389.1,9.17,119,328
,,1,,18.27,7.98,389.2,9.16,118.5,329
,,1.5,,18.26,7.97,389.4,9.13,117.9,331
,,2,,18.14,8.03,389.5,9.15,118.3,332
,,2.5,,18.1,8.05,389.2,9.16,118.3,333
,,3,,18,8.07,390.2,9.17,118.2,335
,,4,,17.61,8.07,388.2,9.02,115.5,336
,,5,,16.89,8,384,8.87,109.5,339
,,6,,16.72,7.96,385.6,8.49,106.4,339
,,7,,16.56,7.95,386.4,8.31,103.9,341
,,8,,16.42,7.95,385.6,8.17,101.9,343
,,9,,16.35,7.96,386.7,8.17,101.7,344
,,10,,16.35,7.96,386.4,8.14,101.5,344
,,11,,16.28,7.97,386.5,8.16,101.5,345
,,12,,16.28,7.98,386,8.16,101.4,346
,,13,,16.22,7.99,386.1,8.17,101.4,346
,,14,,16.17,7.99,387.9,8.09,100.3,347
,,15,,16.11,8,387.7,8.07,100,349
,,20,,15.91,7.99,389.2,8,98.6,350
,,25,,15.73,7.98,391.2,7.92,97.2,351
,,30,,15.6,7.98,393.3,7.82,95.8,352
,,33,,15.4,7.96,396.4,7.67,93.2,354
,,,,,,,,,
,7/18/2012,0,10:00,19.75,8.52,347.5,8.02,107.6,268
,,0.5,,20.43,8.45,347.6,8.24,109.8,268
,,1,,20.17,8.44,347.3,8.25,109.8,266
,,1.5,,19.98,8.43,347.2,8.36,110.4,266
,,2,,19.91,8.41,347.1,8.32,109.6,265
,,2.5,,19.87,8.41,347.1,8.23,108.5,265
,,3,,19.83,8.41,347.7,8.19,107.8,265
,,4,,19.76,8.4,347.4,8.11,106.7,264
,,5,,19.64,8.39,347.6,8.06,105.7,264
,,6,,19.31,8.32,347.7,7.88,102.1,266
,,7,,18.96,8.27,347.2,7.55,97.5,267
,,8,,18.82,8.25,347.6,7.49,96.5,267
,,9,,18.63,8.25,347,7.45,95.7,267
,,10,,17.74,8.16,345.6,7.31,92,269
,,11,,17.29,8.09,345.2,7.14,89.1,271
,,12,,16.86,8.06,344.9,7.15,88.5,271
,,13,,16.48,8.03,344.6,7.1,87.3,272
,,14,,16.31,8.03,344.6,7.16,87.9,272
,,15,,16.24,8.03,344.7,7.17,87.6,272
,,20,,16.1,8.01,344.6,7.19,87.6,272
,,25,,15.97,7.99,345.2,7.18,87.3,272
,,30,,15.79,7.97,344.9,7.12,86.1,273
,,32,,15.73,7.95,345.7,6.94,83.7,273
,,,,,,,,,
,7/9/2013,0,14:10,21.11,7.98,420.9,7.89,110.1,437
,,0.5,,21.11,8.03,420.7,7.91,100.4,436
,,1,,21.06,8,421,7.91,110.2,435
,,1.5,,21.03,8,420.8,7.91,110.2,435
,,2,,21,7.99,420.6,7.92,110.3,434
,,2.5,,20.94,8.01,420.8,7.92,110.3,433
,,3,,20.86,8,420.9,7.91,109.7,431
,,4,,19.58,7.95,420.5,7.83,106.5,433
,,5,,18.95,7.91,421.5,7.66,103.8,430
,,6,,16.63,7.86,421,7.55,97.8,432
,,7,,16.29,7.79,423.7,7.55,95.8,433
,,8,,16.01,7.79,425.4,7.7,97.5,433
,,9,,15.89,7.78,425.3,7.79,97.3,433
,,10,,15.82,7.77,425.9,7.73,96.4,433
,,11,,15.65,7.76,425.8,7.63,95,433
,,12,,15.48,7.76,425.8,7.7,95.6,433
,,13,,15.42,7.76,426.1,7.71,95.4,433
,,14,,15.36,7.76,425.9,7.66,94.7,433
,,15,,15.34,7.76,426.9,7.65,94.7,433
,,20,,15.07,7.74,425.9,7.53,92.6,433
,,25,,14.86,7.74,424.9,7.29,90.3,433
,,30,,14.66,7.72,424.4,7.31,89,433
,,37,,13.63,7.55,422.8,6.12,72.4,435
,,,,,,,,,
,6/11/2018,0,9:27,16.42,8.42,428,9.17,114.4,330
,,0.5,,16.45,8.43,427,9.11,114.1,328
,,1,,16.46,8.45,427,9.08,114,327
,,1.5,,16.43,8.45,427,9.11,114,326
,,2,,16.28,8.44,426,9.18,113.6,326
,,2.5,,15.78,8.43,426,9.13,112.6,324
,,3,,15.78,8.44,425,9.1,112.3,324
,,4,,15.66,8.44,425,9.12,112.1,324
,,5,,15.27,8.41,425,9.06,110.5,323
,,6,,15.05,8.39,425,9.02,109.6,323
,,7,,14.86,8.36,424,8.96,108.5,323
,,8,,14.31,8.33,422,8.79,105.2,323
,,9,,12.77,8.22,420,8.4,97.1,324
,,10,,12.27,8.20,419,8.51,97.1,324
,,11,,12.09,8.18,419,8.38,95.1,325
,,12,,11.99,8.17,418,8.32,94.5,325
,,13,,11.65,8.14,417,8.18,92,325
,,14,,11.11,8.08,416,7.89,87.7,326
,,15,,11.03,8.07,416,7.85,87.1,326
,,20,,10.49,8.04,415,7.76,85.1,327
,,25,,10.20,8.04,415,7.8,85,327
,,30,,10.01,8.03,416,7.81,84.7,327
,,34,,9.00,7.88,417,3.98,41.5,
,,,,,,,,,
,,,,,,,,,
,7/23/2018,0,10:08,21.32,8.53,426.9,6.43,88.3,265
,,0.5,,21.32,8.55,427.1,6.42,88.1,265
,,1,,21.29,8.56,427,6.43,88.2,265
,,1.5,,21.18,8.57,426.8,6.44,88.3,265
,,2,,21.14,8.57,426.8,6.46,88.4,265
,,2.5,,21.12,8.58,426.8,6.47,88.5,265
,,3,,21.09,8.58,427,6.45,88.1,265
,,4,,21.04,8.58,426.7,6.36,87,266
,,5,,19.04,8.28,423,5.14,68,268
,,6,,16.52,7.84,417,4,49.8,270
,,7,,16.17,7.77,416.9,3.85,47.6,270
,,8,,15.90,7.74,415.6,3.74,45.9,270
,,9,,15.79,7.74,415.5,3.71,45.5,270
,,10,,15.63,7.72,415.1,3.66,44.7,271
,,11,,15.49,7.71,414.8,3.63,44.2,271
,,12,,15.36,7.69,414.7,3.56,43.2,271
,,13,,15.20,7.68,414.7,3.52,42.6,271
,,14,,15.09,7.68,414.4,3.57,43,271
,,15,,14.98,7.67,414.2,3.54,42.6,271
,,20,,14.78,7.65,414.1,3.57,42.7,272
,,25,,14.57,7.64,414.1,3.55,42.4,272
,,30,,14.31,7.62,414.4,3.51,41.7,272
,,33,,13.88,7.57,415,3.2,37.6,272
,,,,,,,,,
,9/18/2018,0,11:15,18.62,8.07,425.7,7.77,102.2,416
,,0.5,,17.94,7.99,424.9,7.73,100.2,417
,,1,,17.83,7.98,424.8,7.67,99.4,417
,,1.5,,17.69,7.98,424.8,7.59,98,418
,,2,,17.65,7.98,425.3,7.53,97.1,418
,,2.5,,17.63,7.97,424.8,7.44,95.6,418
,,3,,17.61,7.97,424.9,7.36,94.8,418
,,4,,17.59,7.96,424.8,7.22,93.1,419
,,5,,17.57,7.95,425.1,7.18,92.5,419
,,6,,17.56,7.96,425.2,7.16,92.2,420
,,7,,17.54,7.95,425,7.1,91.4,421
,,8,,17.52,7.95,425,7,89.9,421
,,9,,17.50,7.94,425.1,6.97,89.6,422
,,10,,17.46,7.94,425,6.98,89.4,422
,,11,,17.45,7.94,425,6.96,89.2,422
,,12,,17.42,7.93,424.9,6.89,88.4,423
,,13,,17.38,7.91,425.3,6.71,85.9,423
,,14,,17.38,7.90,425.1,6.64,85,423
,,15,,17.37,7.90,425.3,6.61,84.7,424
,,20,,17.35,7.88,425,6.45,82.7,424
,,25,,17.19,7.73,425,5.35,68.5,425
,,30,,16.80,7.42,423.6,2.73,34.5,426
,,35,,16.57,7.35,425.3,1.7,21.5,426
