Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,10,,17.7,7.71,618,7.84,97.6,333
,,11,,16.71,7.63,617,7.84,95.5,334
,,12,,16.3,7.59,617,7.75,93.5,334
,,13,,15.72,7.54,617,7.64,91.1,334
,,14,,15.11,7.48,617,7.54,88.9,335
,,15,,15.01,7.47,617,7.48,87.9,335
,,19,,13.69,7.35,617,7.27,83,336
,,,,,,,,,
,9/10/2018,0,14:24,20.14,7.93,627.9,7.54,99.6,325
,,0.5,,19.81,7.86,628,7.51,98.6,324
,,1,,19.55,7.92,627.8,7.48,97.9,322
,,1.5,,18.77,7.89,627.8,7.45,95.8,322
,,2,,18.33,7.93,625.8,7.46,94.8,322
,,2.5,,18.19,7.92,624.4,7.45,94.7,321
,,3,,18.16,7.64,624.6,7.45,94.5,320
,,4,,18.14,7.59,624.5,7.43,94.1,320
,,5,,17.97,7.82,625.1,7.35,93,320
,,6,,17.93,7.8,624.4,7.34,92.6,320
,,7,,17.84,7.71,624.5,7.31,92.2,320
,,8,,17.7,7.72,624.1,7.25,91.2,320
,,9,,17.67,7.72,624,7.25,91.2,320
,,10,,17.6,7.68,624.2,7.14,89.5,320
,,11,,17.36,7.67,624.4,6.87,85.8,321
,,12,,17.29,7.59,624.8,6.79,84.7,321
,,13,,17.25,7.64,625,6.81,84.9,320
,,14,,17.23,7.67,624.8,6.75,84.2,320
,,15,,17.12,7.67,625,6.69,83.1,321
,,18,,16.74,7.55,626.6,5.75,70.9,323
