NOTE 1: HCB-only samples are identified as 'HCB-SurfGrab' under CollMeth and were only analyzed for cyanobacteria,,,,,,,,,,,,,,,,,,,,,,,
"NOTE 2: All 'Phyto_Res_VanDorn' and 'Phyto_Res_Net' samples identified under CollMeth were analyzed for the entire phytoplankton assemblage (e.g., green algae, diatoms, cyanobacteria, cryptomonads, etc.)",,,,,,,,,,,,,,,,,,,,,,,
NOTE 3: StationID's for 'Phyto_Res_VanDorn' and 'Phyto_Res_Net' samples correspond to StationIDs and associated chemical and physical data in the 'ChemPhysData_2002-2021' worksheet,,,,,,,,,,,,,,,,,,,,,,,
NOTE 4: HCB-only samples identified as 'HCB-SurfGrab'  under CollMeth do not have associated chemical and physical data in the 'ChemPhysData_2002-2021' worksheet,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
PerSampID,StationID,CollMeth,SECTION,QUARTER,RANGE,Town,WaterbodySize_Acres,Lat_Dec,Long_Dec,WaterbodyName,HUC_12,RepNum,CollDate,CollTime,PerTaxaID,Genus/Species/Variety,Individuals (Raw Cnt),Density (cells/L),Family,Genus,Class,Order,Division
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2442,5308653799,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2420,5260828089,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2552,5547782349,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,260,565212935.2,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,260,565212935.2,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,120,260867508.6,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,171,371736199.7,,,,,
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,19,41304022.19,,,,,
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,38,82608044.37,,,,,
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2442,5308653799,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2420,5260828089,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND205,Aphanizomenon flos-aquae,2552,5547782349,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,260,565212935.2,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,260,565212935.2,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND22,Pseudanabaena,120,260867508.6,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,171,371736199.7,,,,,
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,19,41304022.19,,,,,
1582,WYDEQ_RES_388,HCB-SurfGrab,5,NWNE,68,23,385,42.000287,-105.0268,"Wheatland Reservoir Number 1, E Shore",101800110404,0,08/15/2018,14:40,ND317,Dolichospermum circinale,38,82608044.37,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,380,826080443.7,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,784,1704334389,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,672,547821768,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2492,5417348594,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2044,4443443229,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2884,2351068421,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,380,826080443.7,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,784,1704334389,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND205,Aphanizomenon flos-aquae,672,547821768,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2492,5417348594,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2044,4443443229,,,,,
1583,WYDEQ_RES_390,HCB-SurfGrab,31,NWSW,73,22,6441,41.834431,-105.642317,"Wheatland Reservoir Number 2, W Dam",101800110101,0,08/15/2018,17:30,ND317,Dolichospermum circinale,2884,2351068421,,,,,
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,1844,Asterionella sp.,6,19371349.65,Fragilariaceae,Asterionella,Fragilariophyceae,Fragilariales,Bacillariophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1485,5993011296,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1215,6537830505,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1605,5181836030,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,594,2397204519,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,459,2469847080,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,351,1133223954,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND245,Dolichospermum,80,322855827.4,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND245,Dolichospermum,80,430474436.6,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,1844,Asterionella sp.,6,19371349.65,Fragilariaceae,Asterionella,Fragilariophyceae,Fragilariales,Bacillariophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1485,5993011296,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1215,6537830505,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND205,Aphanizomenon flos-aquae,1605,5181836030,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,594,2397204519,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,459,2469847080,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND22,Pseudanabaena,351,1133223954,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND245,Dolichospermum,80,322855827.4,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1589,WYDEQ_RES_311,HCB-SurfGrab,33,NENE,83,30,2267,42.53121,-106.77801,"Alcova Reservoir, Kids Beach",101800070101,0,09/18/2018,7:55,ND245,Dolichospermum,80,430474436.6,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND121,Microcystis,3000,48428374112,Chroococcaceae,Microcystis,Cyanophyceae,Chroococcales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2616,28153028150,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2520,32543867403,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2304,37192991318,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND22,Pseudanabaena,100,1291423310,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,104,1119233535,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,26,335770060.5,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,78,1259137727,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND121,Microcystis,3000,48428374112,Chroococcaceae,Microcystis,Cyanophyceae,Chroococcales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2616,28153028150,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2520,32543867403,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2304,37192991318,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND22,Pseudanabaena,100,1291423310,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,104,1119233535,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,26,335770060.5,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,78,1259137727,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND121,Microcystis,3000,48428374112,Chroococcaceae,Microcystis,Cyanophyceae,Chroococcales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2616,28153028150,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2520,32543867403,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND205,Aphanizomenon flos-aquae,2304,37192991318,Nostocaceae,Aphanizomenon,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND22,Pseudanabaena,100,1291423310,Nostocaceae,Pseudanabaena,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,104,1119233535,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,26,335770060.5,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1590,WYDEQ_RES_363,HCB-SurfGrab,9,SENW,84,29,22121,42.497431,-106.9035,"Pathfinder Reservoir, Bishops Point Ramp",101800030306,0,09/18/2018,11:15,ND245,Dolichospermum,78,1259137727,Nostocaceae,Dolichospermum,Cyanophyceae,Nostocales,Cyanophyta
1591,WYDEQ_RES_334,HCB-SurfGrab,22,NWSE,107,16,41610,41.345676,-109.454676,"Flaming Gorge Reservoir, Firehole Beach",140401060102,0,09/19/2018,13:40,ND121,Microcystis,1000,3587286971,Chroococcaceae,Microcystis,Cyanophyceae,Chroococcales,Cyanophyta
